advising_requisite_code	core_literature_requirement	course_catalog_text	course_code	course_code_number	course_code_prefix	course_code_sanitized	course_fees	course_title	default_credit_hours	division_code	fee_type	fixed_variable_credit	max_credit_hours	min_credit_hourse
MAT391	NULL	Considers opportunities for postbaccalaureate education and employment related to mathematics and how to prepare for them. Explores how these careers relate to God's calling to a Christian life.	MAT  391                      	391	MAT	MAT-391	0	VOCATIONAL SEMINAR	1	UG	NULL	F	1	1
MAT491	NULL	Explores history of mathematics from ancient Greece through present, including topics in foundations and philosophy of mathematics and related theological issues.	MAT  491                      	491	MAT	MAT-491	0	SENIOR SEMINAR	2	UG	NULL	F	2	2
MUL211	NULL	Lab includes emphases on sight singing, tonal awareness and aural development. Contents parallel theory class. Each course is prerequisite for next level and is required with corresponding theory level. No lab fee.	MUL  211                      	211	MUL	MUL-211	0	MUSIC THEORY I LAB	1	UG	NULL	F	1	1
MUL212	NULL	Lab includes emphases on sight singing, tonal awareness and aural development. Contents parallel theory class. Each course is prerequisite for next level and is required with corresponding theory level. No lab fee.	MUL  212                      	212	MUL	MUL-212	0	MUSIC THEORY II LAB	1	UG	NULL	F	1	1
MUL311	NULL	Lab includes emphases on sight singing, tonal awareness and aural development. Contents parallel theory class. Each course is prerequisite for next level and is required with corresponding theory level. No lab fee.	MUL  311                      	311	MUL	MUL-311	0	MUSIC THEORY III LAB	1	UG	NULL	F	1	1
MUS030	NULL	Creating new music allows a musician to express their innermost artistic impulses, to explore and deepen their understanding of musical language, and to sing to the Lord a truly new song. In individual composition lessons, students focus intensively on their own music. Private lessons allow the student to work in-depth with their instructor to hone their skills, expand their ideas, explore new languages, and create music that effectively serves their expressive goals.    Prerequisites: Music major, MUS218 Composition I, MUS219 Composition II, MUS/L 211, 212, 311 - Music Theory I, II, III and corresponding labs.	MUS  030                      	30	MUS	MUS-030	0	APPLIED: COMPOSITION	2	UG	NULL	F	2	2
MUS030	NULL	Creating new music allows a musician to express their innermost artistic impulses, to explore and deepen their understanding of musical language, and to sing to the Lord a truly new song. In individual composition lessons, students focus intensively on their own music. Private lessons allow the student to work in-depth with their instructor to hone their skills, expand their ideas, explore new languages, and create music that effectively serves their expressive goals.    Prerequisites: Music major, MUS218 Composition I, MUS219 Composition II, MUS/L 211, 212, 311 - Music Theory I, II, III and corresponding labs.	MUS  030                      	30	MUS	MUS-030	0	APPLIED: COMPOSITION	2	UG	NULL	F	2	2
MUS092	NULL	Studies principal concepts of singing diction in languages of Italian, French, German, Latin and English. Required for voice  majors. Prerequisite: voice music major or minor. Semester course designated as repeatable. Two semesters required for music education majors and performance majors.	MUS  092                      	92	MUS	MUS-092	0	VOCAL DICTION CLASS	1	UG	NULL	F	1	1
MUS092	NULL	Studies principal concepts of singing diction in languages of Italian, French, German, Latin and English. Required for voice  majors. Prerequisite: voice music major or minor. Semester course designated as repeatable. Two semesters required for music education majors and performance majors.	MUS  092                      	92	MUS	MUS-092	0	VOCAL DICTION CLASS	1	UG	NULL	F	1	1
MUS094	Y	NULL	MUS  094                      	94	MUS	MUS-094	0	BRASS CLASS	1	UG	Y	F	1	1
MUS096	Y	NULL	MUS  096                      	96	MUS	MUS-096	0	PERCUSSION CLASS	1	UG	Y	F	1	1
MUS098	NULL	Designed for beginning singer. Introduces structures and processes of voice mechanism, foundational principles of singing and voice production, and standard vocal teaching methods. Explores song literature. In-class performances required. Fulfills voice requirement for music education nonvoice majors.	MUS  098                      	98	MUS	MUS-098	0	VOICE CLASS	2	UG	NULL	F	2	2
MUS117	NULL	Exploration of teaching profession in general and survey of foundations of music education, philosophy, history and methods. Observation and reflection on classroom interactions at appropriate grade levels. Field experience required.	MUS  117                      	117	MUS	MUS-117	0	INTRODUCTION  TO MUSIC EDUCATION	2	UG	NULL	F	2	2
MUS118	NULL	Field-based course giving music education students practical experience planning, teaching and evaluating music lessons in general, vocal and instrumental music lab classroom settings. May be repeated. Prerequisite: MUS117	MUS  118                      	118	MUS	MUS-118	0	MUSIC EDUCATION PREPRACTICUM	0	UG	NULL	F	0	0
RSW294	NULL	Develops philosophy of coaching; organizational concepts; principles of coaching ethics; interrelational behavior of athletes and coaches; and integration of Christian faith in role of coach.  	RSW  294                      	294	RSW	RSW-294	0	PHILOSOPHY/THEORY OF COACHING	4	UG	NULL	F	4	4
MUS118	NULL	Field-based course giving music education students practical experience planning, teaching and evaluating music lessons in general, vocal and instrumental music lab classroom settings. May be repeated. Prerequisite: MUS117	MUS  118                      	118	MUS	MUS-118	0	MUSIC EDUCATION PREPRACTICUM	0	UG	NULL	F	0	0
MUS211	NULL	Introduces fundamental materials and forms of music. Includes principles of notation, scales, intervals, transposition, harmonic analysis and nonharmonic tones, cadences, figured bass realization, species counterpoint, part-writing procedures, clef reading and rhythm. Prerequisites: acceptance into music major or minor; permission of instructor for nonmajors; corequisite: MUL211.	MUS  211                      	211	MUS	MUS-211	0	MUSIC THEORY I	3	UG	NULL	F	3	3
MUS212	NULL	Continues MUS211, including further part-writing procedures, harmonic progressions, secondary harmonic functions, modulation and introduction to two- and three-part forms.. Prerequisite: MUS211; corequisite: MUL212.	MUS  212                      	212	MUS	MUS-212	0	MUSIC THEORY II	3	UG	NULL	F	3	3
MUS218	NULL	Students try their hand at musical expression through composing. Emphasis on inspiring the creative process and honing their craft. Study of repertoire leads to focused projects, workshopped in class. Culminates in a final concert of student works. Repeatable for credit.  Prerequiste MUS212 and permission of instructor.	MUS  218                      	218	MUS	MUS-218	0	COMPOSITION I	2	UG	NULL	F	2	2
MUS226	NULL	Examines music literature from antiquity through Baroque, historical background, development of musical forms and style, analysis of representative works.    Prerequisite(s): MUS 211, MUL 211	MUS  226                      	226	MUS	MUS-226	0	MUSIC HISTORY & LITERATURE I	4	UG	NULL	F	4	4
MUS245	NULL	Survey of selected musical cultures of world from Africa, Asia, Middle East, Latin America and North and South America. Musical styles, cultural and social contexts examined.	MUS  245                      	245	MUS	MUS-245	0	WORLD MUSIC	2	UG	NULL	F	2	2
MUS311	NULL	Continues MUS212, exploring extended chromatic harmony, Renaissance polyphony, and larger forms such as fugue, invention, rondo, sonata and variations.. Prerequisite: MUS212; corequisite: MUL311.	MUS  311                      	311	MUS	MUS-311	0	MUSIC THEORY III	3	UG	NULL	F	3	3
MUS315	NULL	Fully integrates study of 20th century compositional techniques with examination of composer perspectives and historical events of time. Combines discussion of style and aesthetic perspective with analysis of building blocks of 20th century musical language as encountered in representative works of tonal, post-tonal, atonal and 12-tone construction. Use of form, systems of analysis such as set theory and 12-tone theory and exploration of other dimensions of music-making including orchestration, texture, meter, rhythm, sound color and technology. Prerequisites: MUS311.	MUS  315                      	315	MUS	MUS-315	0	TWENTIETH CENTURY TECHNIQUES	4	UG	NULL	F	4	4
MUS318	NULL	Studies beat patterns and fundamental baton techniques; laboratory experience in conducting literature of medium difficulty. Prerequisites: MUS312, MUL312.	MUS  318                      	318	MUS	MUS-318	0	CONDUCTING	4	UG	NULL	F	4	4
MUS319	NULL	Studies baton techniques and further development of conducting skills and rehearsal techniques including areas of critical listening and principles of interpretation. Prerequisite: MUS318, 327 or 328.	MUS  319                      	319	MUS	MUS-319	0	ADVANCED CONDUCTING	2	UG	NULL	V	4	2
MUS326	NULL	Explores music of the Classical and Romantic periods, historical background, development of musical forms and style; analyzes representative works.     Prerequisite(s): MUS 226    	MUS  326                      	326	MUS	MUS-326	0	MUSIC HISTORY AND LITERATURE II	4	UG	NULL	F	4	4
